units_sold,id,firstSold,vehicleMaxQty,isDevelopment,make,category,year,TotalVIO,SaleYearRank,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased
26,170~141598,2006-03-10 08:00:00.000,1,False,Mercedes-Benz,Body,2020,75491,15,True,True,True
29,170~141598,2006-03-10 08:00:00.000,1,False,Mercedes-Benz,Body,2019,75491,14,True,True,True
29,170~141598,2006-03-10 08:00:00.000,1,False,Mercedes-Benz,Body,2018,75491,13,True,True,True
29,170~141598,2006-03-10 08:00:00.000,1,False,Mercedes-Benz,Body,2017,75491,12,True,True,True
35,170~141598,2006-03-10 08:00:00.000,1,False,Mercedes-Benz,Body,2016,75491,11,True,True,True
165,187~137479,2006-03-07 08:00:00.000,1,False,Porsche,Cooling,2020,106347,15,True,True,False
216,187~137479,2006-03-07 08:00:00.000,1,False,Porsche,Cooling,2019,106347,14,True,True,False
183,187~137479,2006-03-07 08:00:00.000,1,False,Porsche,Cooling,2018,106347,13,True,True,False
111,187~137479,2006-03-07 08:00:00.000,1,False,Porsche,Cooling,2017,106347,12,True,True,False
125,187~137479,2006-03-07 08:00:00.000,1,False,Porsche,Cooling,2016,106347,11,True,True,False
131,132~143251,2006-03-03 20:00:00.000,1,False,Land Rover,Cooling,2020,54442,15,True,True,False
159,132~143251,2006-03-03 20:00:00.000,1,False,Land Rover,Cooling,2019,54442,14,True,True,False
135,132~143251,2006-03-03 20:00:00.000,1,False,Land Rover,Cooling,2018,54442,13,True,True,False
149,132~143251,2006-03-03 20:00:00.000,1,False,Land Rover,Cooling,2017,54442,12,True,True,False
124,132~143251,2006-03-03 20:00:00.000,1,False,Land Rover,Cooling,2016,54442,11,True,True,False
2162,147~127363,2006-03-03 08:00:00.000,1,False,BMW,Fuel,2020,318023,15,True,True,False
2576,147~127363,2006-03-03 08:00:00.000,1,False,BMW,Fuel,2019,318023,14,True,True,False
3407,147~127363,2006-03-03 08:00:00.000,1,False,BMW,Fuel,2018,318023,13,True,True,False
2616,147~127363,2006-03-03 08:00:00.000,1,False,BMW,Fuel,2017,318023,12,True,True,False
1040,147~127363,2006-03-03 08:00:00.000,1,False,BMW,Fuel,2016,318023,11,True,True,False
37,16~125662,2006-02-23 20:00:00.000,1,False,BMW,Cooling,2020,7922,15,True,True,False
37,16~125662,2006-02-23 20:00:00.000,1,False,BMW,Cooling,2019,7922,14,True,True,False
78,16~125662,2006-02-23 20:00:00.000,1,False,BMW,Cooling,2018,7922,13,True,True,False
87,16~125662,2006-02-23 20:00:00.000,1,False,BMW,Cooling,2017,7922,12,True,True,False
73,16~125662,2006-02-23 20:00:00.000,1,False,BMW,Cooling,2016,7922,11,True,True,False
47,16~126907,2006-02-15 20:00:00.000,1,False,Mercedes-Benz,Cooling,2020,27867,15,False,True,True
41,16~126907,2006-02-15 20:00:00.000,1,False,Mercedes-Benz,Cooling,2019,27867,14,False,True,True
48,16~126907,2006-02-15 20:00:00.000,1,False,Mercedes-Benz,Cooling,2018,27867,13,False,True,True
37,16~126907,2006-02-15 20:00:00.000,1,False,Mercedes-Benz,Cooling,2017,27867,12,False,True,True
21,16~126907,2006-02-15 20:00:00.000,1,False,Mercedes-Benz,Cooling,2016,27867,11,False,True,True
60,49~136474,2006-02-14 20:00:00.000,1,False,Volvo,Climate Control,2020,168351,15,True,True,True
19,49~136474,2006-02-14 20:00:00.000,1,False,Volvo,Climate Control,2019,168351,14,True,True,True
23,49~136474,2006-02-14 20:00:00.000,1,False,Volvo,Climate Control,2018,168351,13,True,True,True
69,49~136474,2006-02-14 20:00:00.000,1,False,Volvo,Climate Control,2017,168351,12,True,True,True
117,49~136474,2006-02-14 20:00:00.000,1,False,Volvo,Climate Control,2016,168351,11,True,True,True
23,49~145018,2006-02-10 20:00:00.000,1,False,Mercedes-Benz,Accessories,2020,91902,15,True,False,False
18,49~145018,2006-02-10 20:00:00.000,1,False,Mercedes-Benz,Accessories,2019,91902,14,True,False,False
16,49~145018,2006-02-10 20:00:00.000,1,False,Mercedes-Benz,Accessories,2018,91902,13,True,False,False
9,49~145018,2006-02-10 20:00:00.000,1,False,Mercedes-Benz,Accessories,2017,91902,12,True,False,False
22,49~145018,2006-02-10 20:00:00.000,1,False,Mercedes-Benz,Accessories,2016,91902,11,True,False,False
4,49~143482,2006-02-09 20:00:00.000,1,False,BMW,Accessories,2020,40580,15,False,False,False
