"timestamp","source","level","message"
"2019-08-29T16:10:01.054Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: started execution"
"2019-08-29T16:13:24.586Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: requests Completed Successfully"
"2019-08-29T05:36:35.998Z","EC2AMAZ-ROE9IQD","6","UsersMetadata: Getting Job status code [200]"
"2019-08-29T05:36:36.746Z","EC2AMAZ-ROE9IQD","6","UsersMetadata: generating dataframe"
"2019-08-29T05:36:36.911Z","EC2AMAZ-ROE9IQD","6","UsersMetadata: Deleted Successfully"
"2019-08-29T05:36:35.105Z","EC2AMAZ-ROE9IQD","6","UsersMetadata: job response code: [200]"
"2019-08-29T05:36:35.106Z","EC2AMAZ-ROE9IQD","6","UsersMetadata: Getting Job Data-->"
"2019-08-29T16:10:48.332Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: in missing values"
"2019-08-29T15:10:35.200Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: generating dataframe"
"2019-08-29T15:10:35.398Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: Deleted Successfully"
"2019-08-29T16:10:35.147Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: Deleted Successfully"
"2019-08-29T16:10:34.939Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: total threads: [5]"
"2019-08-29T16:12:48.429Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: [181] records to be inserted"
"2019-08-29T17:10:01.015Z","EC2AMAZ-ROE9IQD","6","Calls metadata : ccdf2f30-b264-4f1d-9455-8bbc114eb0ef"
"2019-08-29T17:10:01.316Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: DATE: [2019-08-29T14:59:57] to [2019-08-29T16:00:00.315746]"
"2019-08-29T17:10:01.976Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: report job status:202"
"2019-08-29T17:10:01.976Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: Job Created.."
"2019-08-29T17:10:48.276Z","EC2AMAZ-ROE9IQD","6","CallsMetadata: missing values found: [0]"
