units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
44,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2020,11817,365,False,True,False,10
98,Engine Mount,1,False,Mercedes-Benz,Engine,Mountings & Bushings,2016,7899,365,True,True,False,13
36,A/C Receiver Drier,1,False,Mercedes-Benz,Climate Control,Driers & Accumulators,2018,177255,365,False,True,False,14
179,A/C Condenser Mount,2,False,Jaguar,Climate Control,Miscellaneous,2020,40808,365,True,True,False,21
75,Engine Cooling Fan Shroud,1,False,Mercedes-Benz,Cooling,Fans,2019,45451,365,True,True,True,9
178,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2016,13709,365,True,True,False,6
4,Fender Molding Set,1,False,Mercedes-Benz,Accessories,Exterior Trim,2019,11623,365,False,False,False,20
420,Engine Oil Pan,1,False,BMW,Engine,Engine Mechanical,2019,108015,365,True,True,True,3
116,Universal Joint,2,False,International,Steering,Steering,2018,53537,365,True,False,False,19
96,Turn Signal Light Assembly,1,False,BMW,Electrical,Turn Indicator Lamps,2020,164546,365,False,True,False,13
461,Engine Coolant Thermostat / Water Inlet Assembly,1,False,Chevrolet,Cooling,Thermostats,2019,676112,365,True,True,False,1
102,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2018,84955,365,True,True,False,3
147,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2018,40008,365,False,True,False,2
29,HVAC Heater Blend Door Actuator,1,False,Lincoln,Climate Control,Motors & Servos,2019,3129748,365,False,True,False,1
379,A/C Expansion Valve,1,False,BMW,Climate Control,Expansion Valve,2017,122574,365,True,True,False,12
32,Hot Air Hose,1,False,Porsche,Engine,"Hoses, Pipes, Tubes",2019,2892,365,False,False,True,3
5,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2017,85983,365,True,False,False,4
208,Back Glass Seal,1,False,Jaguar,Body,Gaskets & Seals,2020,7722,365,False,True,False,21
73,Drive Belt Tensioner Pulley,1,False,Ford,Engine,Pulleys & Tensioners,2019,9568800,185,False,True,False,0
43,Suspension Subframe Mount,2,False,BMW,Suspension,Mountings & Bushings,2017,37726,365,False,False,False,10
7,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2020,13735,365,False,False,False,20
1103,Engine Intake Manifold,1,False,Lincoln,Engine,Fuel Supply,2019,1341693,365,True,True,False,1
2,Fender Liner,1,False,Volvo,Body,Exterior Trim,2018,20397,365,False,False,False,6
6,Engine Coolant Thermostat Housing,1,False,Ford,Cooling,Flanges & Housings,2016,109184,164,True,True,False,0
48,HVAC Heater Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2017,6397,365,True,True,False,14
69,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2018,18901,365,True,True,True,6
56,Trunk Lid Lift Support,2,True,Mercedes-Benz,Body,Lift Struts,2018,44960,365,True,True,False,1
1015,HVAC Blower Motor Resistor,1,False,Volkswagen,Climate Control,Motors & Servos,2019,1568863,365,False,True,True,6
36,Suspension Control Arm Bushing,1,False,Audi,Suspension,Mountings & Bushings,2016,4869,358,True,False,False,0
28,HVAC Heater Blend Door Actuator,1,False,Lincoln,Climate Control,Motors & Servos,2019,1167687,365,False,True,False,1
34,Hood Lift Support,2,False,Mini,Body,Lift Struts,2018,311042,365,False,True,False,1
15,Headlight Lens,1,False,Volvo,Electrical,Headlamps,2017,16586,365,True,False,True,9
330,Clutch Pedal Bushing,1,False,Porsche,Body,Mountings & Bushings,2020,43945,365,True,False,False,4
18,Grille Bracket,1,False,Volvo,Body,Grilles,2017,10163,365,False,False,False,18
82,Auxiliary Engine Cooling Fan Assembly,1,False,Volkswagen,Cooling,Fans,2018,224042,365,True,True,False,2
163,Hood Lift Support,1,False,Porsche,Body,Lift Struts,2020,58998,365,False,False,True,9
58,Automatic Transmission Oil Cooler,1,False,Audi,Transmission,Miscellaneous,2018,2113089,365,True,True,False,3
507,Drive Belt Idler Pulley,1,False,Volkswagen,Engine,Pulleys & Tensioners,2020,677653,365,True,True,True,4
21,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,585,365,True,True,False,18
3126,Headlight Bulb,2,False,Audi,Electrical,Headlamps,2020,4073409,365,True,True,False,2
102,Drive Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,53077,365,False,True,False,2
89,Radiator Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,8416,365,True,True,False,12
49,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,15073,365,True,True,False,17
80,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2016,40889,365,True,True,False,4
8,Convertible Top Seal,1,True,Saab,Body,Gaskets & Seals,2019,69421,199,False,True,True,0
77,Fog Light,1,True,Porsche,Electrical,Fog Lamps,2019,13330,365,True,True,True,2
48,Turn Signal Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2020,189203,365,True,True,False,10
56,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2017,39251,365,True,True,True,3
7,Engine Timing Idler Pulley,2,False,Isuzu,Engine,Pulleys & Tensioners,2017,106013,365,False,True,False,7
143,Auxiliary Engine Cooling Fan Assembly,1,False,Audi,Cooling,Fans,2019,137715,365,False,True,False,5
69,Turn Signal Light Assembly,1,False,Saab,Electrical,Turn Indicator Lamps,2018,18938,365,True,True,True,9
1,Fender Liner,1,False,Volvo,Body,Exterior Trim,2018,18364,365,False,False,False,6
7,Engine Water Pump,1,False,Mercedes-Benz,Cooling,Water Pumps,2017,8596,365,False,False,False,3
1,Fender Vent,1,False,Land Rover,Accessories,Exterior Trim,2019,790,365,False,False,False,8
102,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2020,67284,365,True,True,True,6
338,Fuel Pump O-Ring,1,True,GMC,Fuel,Gaskets & Seals,2019,151942,365,True,True,True,2
126,Engine Coolant Reservoir Mounting Plate,1,False,BMW,Cooling,Expansion Tanks & Parts,2018,135320,228,False,True,False,0
79,Engine Oil Cooler,1,False,Volvo,Engine,Engine Mechanical,2020,496496,350,True,True,False,0
175,Convertible / Hard Top Seal,1,False,Jaguar,Body,Gaskets & Seals,2016,2919,365,False,False,False,16
712,Suspension Stabilizer Bar Bushing,4,False,Porsche,Suspension,Mountings & Bushings,2016,9583,365,True,False,True,6
37,Suspension Stabilizer Bar Link,2,False,Pontiac,Suspension,Stabilizers,2019,126093,365,True,True,False,10
45,Radiator Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2017,52929,365,True,False,True,10
182,Steering Tie Rod End,1,False,BMW,Steering,Steering,2016,46999,365,False,True,False,9
2588,Engine Oil Filter Cover,1,True,BMW,Engine,Caps & Boots,2017,2687641,365,True,True,True,2
277,Trunk Lid Lift Support,2,False,Porsche,Body,Lift Struts,2020,58581,365,False,True,False,10
658,Suspension Stabilizer Bar Link,2,False,BMW,Suspension,Stabilizers,2016,261179,365,False,True,False,9
84,Hose Clamp,1,True,Porsche,Cooling,Hardware,2020,43136,365,False,False,True,1
1538,Drive Belt Idler Pulley,1,False,Lexus,Engine,Pulleys & Tensioners,2020,22913443,365,True,True,False,2
58,Suspension Control Arm,1,False,Jaguar,Suspension,Control Arms,2020,33031,365,True,True,False,9
2,Engine Water Pump,1,False,Pontiac,Cooling,Water Pumps,2020,118703,15,False,False,False,0
21,Washer Fluid Level Sensor,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2018,139382,365,False,False,False,4
406,Hard Top Storage Cart,1,False,Chevrolet,Accessories,Miscellaneous,2020,297628,365,False,True,False,21
626,Engine Water Pump Pulley,1,False,BMW,Cooling,Pulleys & Tensioners,2018,182732,365,True,True,True,9
74,Engine Crankcase Vent Kit,1,False,Volvo,Engine,"Hoses, Pipes, Tubes",2018,48295,365,True,True,True,5
172,Hazard Warning Switch,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2019,729244,365,False,False,False,6
259,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2020,544775,365,False,True,False,10
806,License Plate Light,2,False,Porsche,Electrical,License Plate Lamp,2016,18652,365,True,True,True,1
128,Door Seal,1,False,Jaguar,Body,Gaskets & Seals,2018,1979,365,False,False,False,19
1554,Spark Plug Tube Seal,8,False,Jaguar,Engine,Gaskets & Seals,2018,65414,365,True,True,False,10
579,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2018,1120246,365,False,True,False,7
2068,Engine Coolant Temperature Sensor,1,False,BMW,Electrical,Sensors & Senders,2017,1806087,365,True,True,False,2
84,Radiator Coolant Hose,1,True,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,23766,365,True,True,True,1
827,Suspension Strut Bumper,2,False,Volkswagen,Suspension,Mountings & Bushings,2020,1504430,365,True,False,False,8
16,Engine Oil Pressure Switch,1,False,Audi,Electrical,Sensors & Senders,2018,135559,222,False,False,False,0
1488,Suspension Strut Bearing,2,False,Chevrolet,Suspension,Mountings & Bushings,2018,1219600,365,False,True,False,7
208,Bumper Bellows,1,False,Porsche,Body,Bumpers & Moldings,2017,30851,365,True,True,True,5
277,Engine Intake Manifold,1,False,Lincoln,Engine,Fuel Supply,2018,1341693,271,True,True,False,0
103,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2018,2120364,365,True,True,False,2
135,Trunk Lid Lift Support,2,True,BMW,Body,Lift Struts,2019,88050,365,True,True,True,1
33,Headlight Trim Ring,1,False,BMW,Accessories,Exterior Trim,2016,40580,365,False,False,False,10
34,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2020,1109,365,True,False,False,17
66,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2017,17113,176,True,True,True,0
29,Vent Window Weatherstrip,2,True,Porsche,Body,Gaskets & Seals,2020,9069,365,False,False,True,1
200,Transmission Oil Pan Kit,1,True,BMW,Transmission,Filters,2019,1860239,365,True,True,True,1
19,Engine Mount,2,False,Mercedes-Benz,Engine,Mountings & Bushings,2019,11472,365,True,False,False,2
199,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2019,14686,365,True,True,True,17
102,Disc Brake Pad Wear Sensor,2,False,Mercedes-Benz,Brakes,Sensors & Senders,2017,33039,365,True,False,False,7
62,Antenna Mast,1,False,Mini,Electrical,Antenna,2020,128144,365,True,True,True,8
251,Steering Tie Rod End,1,False,Volvo,Steering,Steering,2016,184937,365,False,False,False,8
572,Ignition Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,171788,365,True,True,False,6
131,Drive Shaft Center Support,1,False,Volvo,Drivetrain & Hub,Driveshaft,2019,60108,365,True,True,False,20
1639,Automatic Transmission Valve Body Sealing Sleeve,1,False,BMW,Transmission,Caps & Boots,2020,1581153,365,True,True,False,6
1265,Manual Transmission Shift Rod Bushing,1,False,Porsche,Transmission,Mountings & Bushings,2016,37691,365,True,True,False,1
173,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2017,29450,365,False,False,False,9
1417,Radiator Drain Plug,1,False,BMW,Cooling,Radiator / Matrix,2020,616723,365,True,True,False,6
13,Door Window Switch,2,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,89327,365,True,True,False,3
163,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2016,1549,365,True,True,True,12
118,Suspension Control Arm Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2019,1160432,365,False,True,False,2
425,Hood Lift Support,2,False,Jaguar,Body,Lift Struts,2018,33697,365,False,True,False,6
284,Drive Belt Tensioner,1,True,BMW,Engine,Pulleys & Tensioners,2020,53476,365,True,True,True,2
169,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2016,50124,365,True,True,False,8
170,Suspension Trailing Arm Bushing,2,True,Porsche,Suspension,Mountings & Bushings,2017,13330,365,True,True,True,1
37,Engine Timing Belt Roller,1,False,Volkswagen,Engine,Pulleys & Tensioners,2020,96553,365,True,False,False,5
227,Engine Oil Pan Gasket,1,False,Volkswagen,Engine,Gaskets & Seals,2018,158264,365,True,False,False,1
482,Engine Coolant Temperature Sensor,1,False,Volvo,Electrical,Sensors & Senders,2019,115341,365,True,True,False,8
5,Engine Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2020,2037,365,False,False,False,14
37,Bumper Impact Strip,1,False,Mercedes-Benz,Body,Bumpers & Moldings,2020,3395,365,False,False,False,21
2,Engine Camshaft Position Sensor,1,False,Mercury,Engine,Sensors & Senders,2016,2299383,220,True,True,False,0
3,Door Edge Guard Set,1,False,Jaguar,Accessories,Exterior Trim,2016,8056,365,False,False,False,17
35,Steering Tie Rod End,2,False,Saab,Steering,Steering,2017,39607,365,True,False,False,3
601,Exhaust Bracket Kit,1,False,Volvo,Exhaust,Mountings & Bushings,2017,244908,365,True,True,False,5
396,Automatic Transmission Mount,1,False,BMW,Transmission,Mountings & Bushings,2020,6344,365,True,False,True,8
107,Interior Door Handle,1,False,Porsche,Body,Doors & Windows,2018,9583,365,True,True,True,3
28,Multi Purpose Relay,2,False,Isuzu,Electrical,"Relays, Switches, Solenoids",2017,1565108,365,False,True,False,3
247,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2019,410756,365,False,True,False,9
16,Fuel Pump Strainer,1,False,Pontiac,Fuel,Fuel Supply,2018,1961525,94,True,False,False,0
15,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,6516,365,True,False,False,19
4589,Engine Oil Drain Plug Gasket,1,False,Saab,Engine,Gaskets & Seals,2019,76600,365,True,True,False,6
42,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2018,112300,365,True,True,True,3
273,Ignition Lock Cylinder,1,False,MG,Electrical,Miscellaneous,2020,36622,365,True,True,False,5
131,Suspension Strut Mount,2,False,Volvo,Suspension,Mountings & Bushings,2019,60247,365,False,True,False,10
28,Manual Transmission Mount Buffer,1,False,Mercedes-Benz,Transmission,Mountings & Bushings,2019,8450,365,True,False,False,8
22,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2016,16164,365,True,True,False,2
23,Suspension Control Arm and Ball Joint Assembly,1,False,Pontiac,Suspension,Control Arms,2019,721809,263,False,True,False,0
23,Radiator Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2017,35152,316,False,True,False,0
87,Door Mirror Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,44499,365,True,False,False,3
48,Engine Variable Valve Timing Sprocket,1,False,Toyota,Engine,"Relays, Switches, Solenoids",2020,1650466,251,True,True,False,0
304,Suspension Ball Joint,2,False,Jaguar,Suspension,Ball Joints,2017,36316,365,True,True,False,5
475,Hazard Warning Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2020,128799,365,True,True,False,14
334,Ignition Switch Assembly,1,False,Triumph,Electrical,Ignition System,2016,2485,365,True,False,False,15
90,Washer Fluid Reservoir,1,False,Volkswagen,Body,Wiper & Washer System,2018,67019,365,True,True,False,8
47,Exterior Door Handle,2,False,Audi,Body,Doors & Windows,2020,121454,365,True,True,False,1
273,Engine Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,59314,365,True,True,False,12
473,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2017,50663,365,True,True,True,4
49,Exterior Door Handle,1,False,Chevrolet,Body,Doors & Windows,2019,22173,365,True,True,False,7
87,Exhaust Muffler Clamp,1,True,Mercedes-Benz,Exhaust,Miscellaneous,2019,151218,365,True,True,True,1
412,PCV Valve Hose Nipple,1,False,Saab,Fuel,Emissions,2020,32155,365,True,True,False,6
167,Manual Transmission Shift Rod Bushing,1,False,Porsche,Transmission,Mountings & Bushings,2017,6254,365,True,True,True,2
276,Engine Timing Belt Tensioner,1,False,Volvo,Engine,Pulleys & Tensioners,2019,687041,363,False,True,True,0
97,Antenna Seal,1,False,Mercedes-Benz,Electrical,Antenna,2018,19247,365,True,True,True,3
86,Suspension Control Arm,1,False,Volvo,Suspension,Control Arms,2018,210604,365,False,True,False,9
40,Hot Air Hose,1,False,Porsche,Engine,"Hoses, Pipes, Tubes",2017,12913,282,True,True,True,0
106,Side Marker Light,1,True,Porsche,Electrical,Marker Lamps,2019,7541,365,False,True,False,1
57,Engine Mount,1,False,Mercedes-Benz,Engine,Mountings & Bushings,2020,7899,365,True,True,True,17
191,Suspension Integral Link,2,False,BMW,Suspension,Control Arms,2020,753198,365,False,True,False,8
31,Vent Window Weatherstrip,1,False,Jaguar,Body,Gaskets & Seals,2016,284,365,False,False,False,17
927,Engine Coolant Reservoir Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2016,71911,365,True,True,True,10
264,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2018,61622,365,True,True,False,8
9,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2019,46401,365,False,False,False,4
451,Engine Coolant Reservoir Cap,1,False,Mercedes-Benz,Cooling,Caps & Boots,2018,177255,365,True,True,True,11
6,Radiator Coolant Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2017,344,365,False,False,False,18
27,Suspension Kit,1,False,BMW,Suspension,Control Arms,2018,60953,365,True,False,False,2
689,Suspension Stabilizer Bar Link,2,False,Jaguar,Suspension,Stabilizers,2018,33031,365,True,True,False,9
30,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2019,111803,365,False,False,False,9
472,Suspension Strut Mount,2,False,Saab,Suspension,Mountings & Bushings,2017,121564,365,True,True,True,7
95,HVAC Pressure Switch,1,False,Volvo,Climate Control,"Relays, Switches, Solenoids",2018,681466,365,False,True,False,3
34,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,32000,365,True,True,True,12
26,Trunk Lid Lift Support,2,False,BMW,Body,Lift Struts,2019,28585,365,False,False,False,2
108,Turn Signal Light Assembly,1,False,BMW,Electrical,Turn Indicator Lamps,2020,74184,365,False,False,False,21
135,Disc Brake Caliper Repair Kit,2,False,Porsche,Brakes,Gaskets & Seals,2019,29123,365,True,True,True,6
91,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2018,104564,365,True,False,False,2
20,Engine Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2020,3231,365,True,False,True,2
1950,Engine Coolant Level Sensor,1,False,BMW,Electrical,Sensors & Senders,2016,2823607,365,True,True,True,8
26,Engine Crankshaft Pulley,1,False,Audi,Engine,Pulleys & Tensioners,2020,105507,365,True,True,False,1
23,Exterior Door Handle Cover / Scuff Plate Set,1,False,Mercedes-Benz,Accessories,Exterior Trim,2019,250669,365,False,False,False,6
17,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2020,280,365,False,False,False,21
37,License Plate Bracket,1,False,BMW,Body,Miscellaneous,2019,130177,365,True,False,False,12
59,A/C Receiver Drier,1,False,Land Rover,Climate Control,Driers & Accumulators,2019,70875,365,True,True,False,13
956,Secondary Air Injection Pump Bushing,3,False,Audi,Fuel,Mountings & Bushings,2019,557851,365,True,True,True,7
327,Suspension Strut Mount,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2016,52782,365,True,True,False,12
89,Drive Belt Tensioner Pulley,1,False,Jeep,Engine,Pulleys & Tensioners,2019,1356796,354,False,True,False,0
276,Trunk Lid Lift Support,2,False,BMW,Body,Lift Struts,2017,156772,365,False,True,False,8
10,Suspension Control Arm,1,True,Mercedes-Benz,Suspension,Control Arms,2020,161515,365,True,True,False,4
284,Electric Fuel Pump,1,False,Volkswagen,Fuel,Fuel Supply,2018,208776,365,True,True,False,4
171,Engine Coolant Reservoir Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,70202,365,True,True,True,2
33,HVAC Blower Motor,1,False,BMW,Climate Control,Motors & Servos,2019,143130,365,False,True,False,10
507,Engine Timing Belt Tensioner,1,False,Audi,Engine,Pulleys & Tensioners,2017,219008,365,True,True,False,7
76,Engine Coolant Reservoir,1,False,Mini,Cooling,Expansion Tanks & Parts,2019,118345,365,True,True,False,4
13,Engine Mount,1,False,Audi,Engine,Mountings & Bushings,2017,2192,295,True,True,False,0
