units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
36,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2018,68327,365,True,False,False,19
34,Exterior Door Handle,1,False,GMC,Body,Doors & Windows,2018,2444073,92,True,True,False,0
515,Engine Cooling Fan Switch,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2020,26955,365,True,True,False,13
27,Automatic Transmission Mount,2,False,BMW,Transmission,Mountings & Bushings,2016,2201,365,True,True,False,12
655,Fuel Door Latch,1,False,Land Rover,Body,Hinges & Latches,2020,71537,365,True,True,True,9
58,Drive Belt Tensioner Pulley,1,False,Hyundai,Engine,Pulleys & Tensioners,2018,1931037,365,True,False,False,8
19,ABS Wheel Speed Sensor,2,False,Audi,Brakes,Sensors & Senders,2020,647743,99,False,False,False,0
99,Engine Coolant Reservoir Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,18561,365,True,True,False,16
157,Drive Belt Tensioner Pulley,1,False,Mini,Engine,Pulleys & Tensioners,2018,86936,365,True,True,False,2
66,Drive Belt Idler Pulley,2,False,BMW,Engine,Pulleys & Tensioners,2017,36280,365,True,False,True,10
352,Door Stop,2,False,Porsche,Body,Doors & Windows,2017,61168,365,True,True,True,1
1,Remote Key Button Insert,1,False,Volvo,Electrical,Miscellaneous,2019,151696,365,True,True,True,9
430,Exterior Door Handle,2,False,BMW,Body,Doors & Windows,2017,154866,365,True,True,False,6
14,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,31884,365,True,False,False,10
287,Engine Oil Drain Plug Gasket,1,False,GMC,Engine,Gaskets & Seals,2016,76600,365,True,True,False,3
142,Door Mirror,1,False,Lotus,Body,Doors & Windows,2018,6675,365,False,True,False,11
505,Engine Cooling Fan Blade,1,False,Volkswagen,Cooling,Fans,2018,224634,365,True,True,True,8
231,Ignition Lock Cylinder,1,False,Mercedes-Benz,Electrical,Miscellaneous,2020,57065,365,True,False,False,5
32,Door Lock Actuator,1,False,Volkswagen,Body,Doors & Windows,2020,800784,112,True,True,True,0
128,Disc Brake Pad Wear Sensor,2,False,Freightliner,Brakes,Sensors & Senders,2016,73170,365,True,False,False,6
146,Door Window Switch,3,False,Porsche,Electrical,"Relays, Switches, Solenoids",2017,13924,365,True,True,True,12
894,Radiator Coolant Hose Flange,1,False,Audi,Cooling,Flanges & Housings,2017,157419,365,True,True,False,7
147,Engine Oil Pressure Switch,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2020,26618,365,True,True,True,14
88,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2020,8455,365,False,True,True,21
10,Shock Mount,2,False,BMW,Suspension,Mountings & Bushings,2018,798565,52,True,True,False,0
28,Engine Oil Sump Plate,1,True,Porsche,Engine,Engine Mechanical,2018,23835,115,True,True,True,0
32,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2019,53936,365,False,False,False,9
454,Radiator Mount,6,True,Porsche,Cooling,Mountings & Bushings,2020,80037,365,True,True,False,2
34,Turn Signal Light Lens,1,False,Volvo,Electrical,Turn Indicator Lamps,2019,29391,365,True,True,False,10
419,A/C Expansion Valve,1,False,Hyundai,Climate Control,Expansion Valve,2016,122574,365,True,True,False,11
73,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,7235,365,True,True,False,20
3,Side Marker Light Assembly,1,False,Volvo,Electrical,Marker Lamps,2017,49417,365,True,False,False,8
29,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2017,226459,194,True,True,False,0
61,Suspension Subframe Mount,2,False,BMW,Suspension,Mountings & Bushings,2017,55240,365,True,False,False,10
99,Drive Belt Tensioner,1,True,BMW,Engine,Pulleys & Tensioners,2020,1004577,120,True,True,True,0
96,Suspension Stabilizer Bar Bushing,4,False,Porsche,Suspension,Mountings & Bushings,2019,15131,365,False,True,False,9
475,Fuel Pump Relay,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,849401,365,False,True,False,8
77,Sunroof Seal,1,True,Porsche,Body,Gaskets & Seals,2020,8695,365,True,True,False,2
124,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2017,828417,365,False,True,False,6
267,Engine Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,33936,365,True,True,True,13
11,Tail Light Molding,1,False,Mercedes-Benz,Accessories,Exterior Trim,2016,166773,365,False,False,False,8
375,Automatic Transmission Mount,2,False,Audi,Transmission,Mountings & Bushings,2019,372834,365,True,True,False,7
127,Trunk Lid Lift Support,2,False,Volvo,Body,Lift Struts,2019,57219,365,False,False,False,7
39,Door Seal,1,False,Jaguar,Body,Gaskets & Seals,2017,8902,365,True,False,False,18
312,Turn Signal Light Assembly,1,False,Saab,Electrical,Turn Indicator Lamps,2019,41881,365,True,True,True,10
169,Suspension Stabilizer Bar Link,2,False,Toyota,Suspension,Stabilizers,2020,951227,365,False,True,False,9
151,Side Marker Light Assembly,1,True,Porsche,Electrical,Marker Lamps,2018,117399,241,True,True,True,0
349,Suspension Control Arm Kit,1,False,Volkswagen,Suspension,Control Arms,2019,299355,365,False,True,False,9
125,Power Steering Reservoir,1,False,Audi,Steering,Steering,2017,1146254,365,True,False,False,4
458,Automatic Transmission Shifter Repair Kit,1,False,Mercedes-Benz,Transmission,"Cables, Controls, Levers",2016,103033,365,True,True,False,5
250,Window Regulator,1,False,BMW,Body,Regulators,2020,154866,365,True,True,True,12
291,Suspension Strut Bumper,2,False,Volkswagen,Suspension,Mountings & Bushings,2017,689763,365,False,False,True,4
7,Secondary Air Injection Pump,1,False,Pontiac,Engine,Emissions,2020,195700,41,True,False,False,0
27,Door Window Glass Run Channel,1,True,Porsche,Body,Exterior Trim,2020,9069,365,False,False,True,2
864,Power Brake Booster Seal,1,False,Volvo,Brakes,Hardware,2019,3685402,365,True,True,True,2
2598,Ignition Coil,12,False,BMW,Electrical,Ignition System,2017,715260,365,True,True,False,7
201,Steering Tie Rod End,1,False,Saab,Steering,Steering,2016,39607,365,True,True,False,7
15,Interior Door Handle,1,False,BMW,Body,Doors & Windows,2017,87170,365,True,True,True,3
2867,Engine Coolant Thermostat Housing,1,False,BMW,Cooling,Flanges & Housings,2020,147936,365,True,True,True,14
231,Auxiliary Engine Cooling Fan Assembly,1,False,BMW,Cooling,Fans,2017,464420,365,True,True,True,5
352,Jack Pad,4,False,BMW,Body,Miscellaneous,2020,346098,365,True,True,False,10
9,Radiator Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2019,2784,365,True,False,True,20
208,Trunk Lid Lift Support,2,False,BMW,Body,Lift Struts,2018,25591,365,True,True,False,1
966,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2019,529896,365,True,False,False,4
14,Automatic Transmission Shift Handle,1,False,Mercedes-Benz,Accessories,Shift Knobs,2016,20631,365,False,False,False,17
95,Headlight Lens,1,False,Volvo,Electrical,Headlamps,2019,79926,365,True,True,True,11
814,Suspension Control Arm and Ball Joint Assembly,1,False,Volkswagen,Suspension,Control Arms,2018,542549,365,False,True,False,8
11,Exhaust Tail Pipe Tip Set,1,False,Mercedes-Benz,Accessories,Miscellaneous,2020,275565,365,False,False,False,15
19,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2017,418419,365,True,True,False,7
94,Drive Belt Tensioner Pulley,1,False,Mini,Engine,Pulleys & Tensioners,2019,86936,365,True,True,False,3
201,Automatic Transmission Oil Cooler Thermostat,1,False,BMW,Transmission,Thermostats,2018,687504,74,True,True,True,0
666,Hatch Lift Support,2,False,Mini,Body,Lift Struts,2020,132507,365,True,True,False,3
408,Engine Coolant Temperature Switch,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2016,334622,365,True,False,False,10
2208,Ignition Coil,12,False,Land Rover,Electrical,Ignition System,2016,715260,365,True,True,False,6
140,Drive Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2020,373953,365,True,True,False,5
270,Suspension Stabilizer Bar Link,1,False,BMW,Suspension,Stabilizers,2019,154866,365,False,True,False,11
2362,Steering Coupling Assembly,1,False,Mercedes-Benz,Steering,Mountings & Bushings,2019,93009,365,True,True,True,5
96,Brake Light Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,242167,365,True,False,False,8
235,Engine Oil Pressure Switch,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2016,26618,365,True,True,True,10
197,Fuel Tank Vent Valve,1,False,GMC,Fuel,"Relays, Switches, Solenoids",2019,1313860,365,True,True,False,1
169,Engine Cooling Fan Temperature Switch,1,True,Porsche,Electrical,Sensors & Senders,2020,24410,365,True,True,True,3
253,Engine Oil Cooler Hose Assembly,1,False,Volvo,Engine,"Hoses, Pipes, Tubes",2016,537943,365,True,True,True,6
159,Ignition Lock Cylinder,1,False,Mercedes-Benz,Electrical,Miscellaneous,2017,95815,365,True,False,False,2
381,Door Window Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2020,149999,365,True,True,True,5
308,Steering Tie Rod End,2,False,Porsche,Steering,Steering,2018,96142,365,False,False,False,9
8,A/C Receiver Drier,1,False,Volvo,Climate Control,Driers & Accumulators,2020,10447,365,False,True,False,21
527,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2020,95716,365,False,True,False,11
41,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,6382,365,True,False,False,18
5,Engine Coolant Reservoir Hose,1,True,Porsche,Cooling,"Hoses, Pipes, Tubes",2019,10701,365,False,False,False,1
30,Radiator Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2019,53338,365,True,False,False,12
66,Door Window Switch,4,False,Volvo,Electrical,"Relays, Switches, Solenoids",2019,54531,365,True,True,True,16
15,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,6381,365,False,False,False,10
10,Steering Tie Rod Assembly,1,False,Audi,Steering,Steering,2020,7383,365,True,False,False,10
237,Window Regulator,1,False,Audi,Body,Regulators,2017,176896,365,True,True,True,6
60,HVAC Heater Control Valve,1,False,Chevrolet,Climate Control,"Cables, Controls, Levers",2019,58572,365,True,True,False,10
1475,Engine Coolant Temperature Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2020,1427276,365,False,True,False,8
43,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,4406,365,True,False,True,18
72,Hood Lift Support,2,False,BMW,Body,Lift Struts,2016,27553,365,False,False,False,7
65,Engine Oil Filter Housing Cover,1,False,Audi,Engine,Filters,2020,234329,365,True,True,False,2
464,HVAC Blower Motor,1,False,Saab,Climate Control,Motors & Servos,2018,126093,365,True,True,False,7
983,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2016,183689,365,False,True,False,5
676,Window Crank Handle,2,False,Triumph,Body,Doors & Windows,2017,41917,365,True,True,False,18
142,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,5464,365,True,False,True,14
450,Drive Shaft Center Support,1,True,Volvo,Drivetrain & Hub,Driveshaft,2016,22872,365,False,True,True,4
3,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2018,34984,365,False,False,False,19
91,Window Regulator,1,False,Audi,Body,Regulators,2017,160493,365,False,True,True,6
30,Brake Light Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,280122,365,True,False,False,8
234,Door Window Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,149999,365,True,True,True,3
1229,Overload Protection Relay,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2016,110340,365,True,True,False,10
1089,Suspension Strut Bearing,2,False,Volvo,Suspension,Mountings & Bushings,2018,173424,365,True,True,True,5
59,A/C Receiver Drier,1,False,Volkswagen,Climate Control,Driers & Accumulators,2019,44024,365,True,True,False,14
94,Suspension Stabilizer Bar Link,1,False,Audi,Suspension,Stabilizers,2016,272638,365,False,True,False,4
83,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2020,80860,365,True,True,True,6
249,Drive Belt Tensioner,1,False,Volkswagen,Engine,Pulleys & Tensioners,2019,59425,365,True,True,True,8
136,Headlight Corner Trim,1,True,Porsche,Body,Exterior Trim,2020,33072,97,True,True,True,0
539,Door Window Switch,3,False,Porsche,Electrical,"Relays, Switches, Solenoids",2016,34178,365,True,True,False,13
21,Engine Oil Separator,1,False,BMW,Engine,Emissions,2019,212013,59,False,True,False,0
67,Door Trim Panel Pocket,1,False,Porsche,Body,Doors & Windows,2020,8670,365,True,False,True,4
6,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,6214,365,False,False,False,15
285,Drive Shaft End Bushing,2,False,Mercedes-Benz,Drivetrain & Hub,Driveshaft,2018,112412,365,True,False,True,7
60,Disc Brake Pad Wear Sensor,1,False,Jaguar,Brakes,Sensors & Senders,2016,7673,365,False,False,False,3
129,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,18901,365,True,True,True,18
48,Multi Purpose Relay,2,False,Renault,Electrical,"Relays, Switches, Solenoids",2018,1565108,365,False,True,False,4
335,Drive Belt Idler Pulley,1,False,Mercedes-Benz,Engine,Pulleys & Tensioners,2016,135889,365,False,True,True,9
65,Engine Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,61767,365,True,True,True,9
33,Steering Tie Rod Assembly,2,False,BMW,Steering,Steering,2019,140326,234,False,True,False,0
129,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,2897,365,True,True,False,18
217,Windshield Washer Hose Connector,1,True,Audi,Body,Wiper & Washer System,2020,1403225,365,True,False,True,2
24,Trunk Latch Striker Support,1,True,Porsche,Body,Hinges & Latches,2020,9069,160,True,False,True,0
57,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,2348,365,True,True,False,16
111,Suspension Stabilizer Bar Link,1,False,Audi,Suspension,Stabilizers,2017,272638,365,False,True,False,5
9,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2017,67317,365,True,True,True,1
12,Disc Brake Caliper Repair Kit,2,False,Porsche,Brakes,Gaskets & Seals,2017,29123,365,False,True,True,4
9,Turn Signal Light Assembly,1,True,Porsche,Electrical,Turn Indicator Lamps,2019,7541,365,True,True,True,1
23,Brake Light Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2017,280122,365,True,False,False,7
35,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,19247,365,True,True,False,20
426,Window Regulator,1,False,Porsche,Body,Regulators,2016,117399,365,False,True,True,2
107,Engine Coolant Reservoir Cap,1,False,Suzuki,Cooling,Caps & Boots,2020,114846,365,False,False,False,7
681,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2020,24279,365,True,True,True,14
26,HVAC Heater Hose,1,True,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,51425,232,False,False,True,0
524,Engine Coolant Reservoir Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2016,121445,365,True,True,False,10
29,Suspension Strut Bumper,2,False,Audi,Suspension,Mountings & Bushings,2019,1781,365,False,False,False,5
1627,Drive Shaft Flex Joint,1,True,Rolls Royce,Drivetrain & Hub,Driveshaft,2019,2182331,365,True,True,False,20
13,Engine Crankcase Vent Valve,1,False,BMW,Fuel,Emissions,2020,1504,365,False,True,True,2
63,Door Seal,1,False,Jaguar,Body,Gaskets & Seals,2020,8902,365,False,True,False,21
20,HVAC Heater Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,8881,365,True,True,True,15
2002,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2018,235007,365,True,True,False,9
341,Door Window Switch,2,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2018,194914,365,False,True,False,3
20,Radiator Coolant Hose Flange,1,False,Volkswagen,Cooling,Flanges & Housings,2018,5862,365,True,False,False,6
47,Suspension Control Arm,1,False,Cadillac,Suspension,Control Arms,2019,126041,365,False,True,False,9
444,Suspension Trailing Arm Bushing,2,False,BMW,Suspension,Mountings & Bushings,2016,758094,365,True,True,False,9
358,Convertible Top Push Rod Pivot Lever Bushing,2,True,Porsche,Body,Mountings & Bushings,2018,58581,241,True,True,True,0
214,Suspension Control Arm and Ball Joint Assembly,1,False,Audi,Suspension,Control Arms,2017,698236,365,False,True,False,7
510,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2018,63984,365,True,True,True,6
1561,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2020,111803,365,False,True,False,11
593,Headlight Washer Pump,1,False,Volkswagen,Body,Wiper & Washer System,2016,4853427,365,True,True,False,4
9,Hatch Lift Support,2,False,Porsche,Body,Lift Struts,2019,40930,285,True,False,False,0
52,Suspension Stabilizer Bar Bushing,2,False,BMW,Suspension,Mountings & Bushings,2018,323781,365,False,False,False,1
194,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,25962,365,True,True,True,20
312,Engine Mount,2,False,BMW,Engine,Mountings & Bushings,2016,212073,365,True,True,False,8
218,Manual Transmission Relay Shaft Lever,1,False,Volkswagen,Transmission,"Cables, Controls, Levers",2018,17146,365,True,False,True,6
208,Accelerator Pedal,1,True,Mercedes-Benz,Body,"Cables, Controls, Levers",2017,5687,365,True,False,False,8
32,Engine Oil Cooler,1,False,Volkswagen,Engine,Engine Mechanical,2020,24155,113,True,True,False,0
486,Automatic Transmission Oil Pan Gasket,1,False,Dodge,Transmission,Gaskets & Seals,2020,1282403,365,True,True,False,13
6403,Windshield Washer Pump,2,False,Land Rover,Body,Wiper & Washer System,2020,7859381,365,True,True,False,10
32,Exterior Door Handle,1,False,GMC,Body,Doors & Windows,2017,8202349,365,True,True,False,5
7,Engine Coolant Reservoir Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,8812,365,False,False,False,20
17,Secondary Air Injection Pump Hose,1,False,Jaguar,Engine,"Hoses, Pipes, Tubes",2018,12302,365,True,False,False,4
96,Back Glass Seal,1,False,Jaguar,Body,Gaskets & Seals,2019,6288,365,False,False,False,20
953,Fuel Pump Module Assembly,1,False,BMW,Fuel,Fuel Supply,2019,413816,365,True,True,True,7
58,Automatic Transmission Speed Sensor,1,False,Volkswagen,Electrical,Sensors & Senders,2019,224901,365,True,False,False,4
220,HVAC Heater Pipe Retainer,1,False,Porsche,Body,Miscellaneous,2016,35486,311,True,True,True,0
47,HVAC Blower Motor,1,False,Audi,Climate Control,Motors & Servos,2018,89256,365,True,True,False,9
167,Back Glass Seal,1,False,Jaguar,Body,Gaskets & Seals,2018,1718,365,False,True,False,19
502,Engine Mount,2,False,Audi,Engine,Mountings & Bushings,2016,37064,365,False,True,False,7
171,Clutch Release Bearing Guide,2,False,Porsche,Drivetrain & Hub,Clutches,2019,12778,365,True,True,False,7
3750,Vacuum Control Valve,1,False,Audi,Fuel,Emissions,2016,692256,365,True,True,True,2
6894,Engine Oil Drain Plug,1,False,Volkswagen,Engine,Engine Mechanical,2017,2567509,365,True,True,False,3
226,Turn Signal Light Socket,2,True,BMW,Electrical,Sockets & Harness,2017,266066,163,True,True,True,0
98,Manual Transmission Selector Rod,1,False,Volkswagen,Transmission,Miscellaneous,2017,112476,365,True,True,False,5
80,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2019,22130,365,False,True,False,9
180,Manual Transmission Shift Rod Bushing,1,False,Porsche,Transmission,Mountings & Bushings,2019,6254,365,True,True,True,4
324,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2020,154866,365,False,True,False,13
28,HVAC Servo,1,False,Audi,Climate Control,Motors & Servos,2016,207317,365,True,True,False,2
89,Shock Absorber Mount Bushing,2,False,Porsche,Suspension,Mountings & Bushings,2019,9069,365,True,False,True,4
126,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,17071,365,True,True,False,15
53,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2019,166519,365,True,True,False,6
123,Universal Joint,2,False,Pontiac,Steering,Steering,2020,53537,365,True,False,False,21
2,Suspension Camber Strut,1,False,Mercedes-Benz,Suspension,Control Arms,2020,96507,365,True,True,False,7
20,Turbocharger Oil Line,1,True,Porsche,Engine,"Turbo, Parts & Controls",2018,34574,268,True,False,True,0
256,Suspension Stabilizer Bar Bushing,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2017,45262,365,True,True,False,10
555,Clutch Shaft,1,True,Porsche,Transmission,Clutches,2019,27615,269,True,False,False,0
8,Secondary Air Injection Pump,1,False,Buick,Engine,Emissions,2020,502102,40,True,False,False,0
668,Fuel Pump Tank Seal,2,True,Audi,Fuel,Gaskets & Seals,2019,2209198,365,True,True,True,2
80,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2018,22340,365,True,False,True,11
296,Power Antenna,1,False,Volkswagen,Electrical,Antenna,2017,256672,365,True,True,False,17
52,Exterior Door Handle,1,False,Pontiac,Body,Doors & Windows,2018,22173,365,True,True,False,6
18,Differential Mount,1,False,Land Rover,Suspension,Mountings & Bushings,2017,10379,365,False,True,False,1
37,Engine Crankcase Breather Hose,1,True,Volvo,Fuel,Emissions,2020,34680,365,True,True,False,4
8,Radiator Coolant Hose Flange,1,False,Audi,Cooling,Flanges & Housings,2020,8259,365,False,False,False,8
31,Engine Valve Cover Gasket,1,False,Jaguar,Engine,Gaskets & Seals,2017,64922,365,True,False,False,5
76,Radiator Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2018,1072,178,True,False,False,0
30,Hood Lift Support,2,False,Audi,Body,Lift Struts,2020,6355,365,True,False,False,3
86,Suspension Ball Joint,2,False,Mercedes-Benz,Suspension,Ball Joints,2020,124726,365,True,True,False,12
53,Headlight Bracket,2,True,Mercedes-Benz,Body,Hardware,2020,1074105,365,True,False,True,2
34,Electric Fuel Pump,1,False,Jaguar,Fuel,Fuel Supply,2020,9897,365,True,False,False,3
68,Engine Cooling Fan Blade,1,False,Mercedes-Benz,Cooling,Fans,2018,261512,365,False,True,False,10
44,HVAC Heater Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2020,2085,365,True,True,True,18
9,Radiator Coolant Hose,1,True,Volvo,Cooling,"Hoses, Pipes, Tubes",2020,25470,131,False,False,False,0
3,A/C Receiver Drier,1,False,Saab,Climate Control,Driers & Accumulators,2018,475,365,True,True,False,19
685,Suspension Stabilizer Bar Link,2,False,BMW,Suspension,Stabilizers,2017,261179,365,False,True,False,10
17,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2017,1761,365,False,False,False,7
204,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2017,54903,365,True,True,False,1
36,Radiator Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2020,31129,365,True,False,True,14
42,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2018,77090,365,True,True,False,2
101,Interior Door Handle,1,False,Porsche,Body,Doors & Windows,2019,9583,365,True,True,True,4
47,Suspension Subframe Mounting Kit,1,True,Mercedes-Benz,Suspension,Mountings & Bushings,2019,67284,132,True,True,False,0
351,Drive Belt Tensioner Pulley,1,False,Audi,Engine,Pulleys & Tensioners,2019,84390,365,True,True,True,4
8,Automatic Transmission Mount,1,False,Mercedes-Benz,Transmission,Mountings & Bushings,2020,6488,365,False,False,False,1
40,Engine Variable Timing Solenoid,1,False,Chevrolet,Engine,"Relays, Switches, Solenoids",2020,501951,113,False,False,False,0
28,Back Glass Lift Support,2,False,Volkswagen,Body,Lift Struts,2018,56832,365,True,False,False,1
225,Engine Coolant Pipe,1,False,BMW,Cooling,Engine Mechanical,2016,239399,365,True,True,True,1
42,Exterior Door Handle Gasket,2,True,Porsche,Body,Gaskets & Seals,2017,13330,197,True,False,True,0
1838,HVAC Blower Motor,1,False,Porsche,Climate Control,Motors & Servos,2018,141222,365,True,True,False,5
317,Drive Belt Idler Pulley,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,1127924,365,True,True,True,1
116,Engine Mount,1,False,Audi,Engine,Mountings & Bushings,2018,195243,365,True,True,False,4
56,Ignition Coil,6,False,Volvo,Electrical,Ignition System,2019,18901,365,False,False,False,4
61,Engine Timing Chain Tensioner Sprocket Support,1,True,Porsche,Engine,Pulleys & Tensioners,2019,26916,270,True,True,True,0
166,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2018,7235,365,True,True,True,19
437,Multi Purpose Relay,1,False,Porsche,Electrical,"Relays, Switches, Solenoids",2017,4607795,365,True,True,False,3
100,Suspension Stabilizer Bar Link,2,False,Jaguar,Suspension,Stabilizers,2018,70202,365,False,True,False,6
39,Suspension Control Arm Bushing,2,False,Volvo,Suspension,Mountings & Bushings,2017,43646,365,False,True,False,15
269,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,70202,365,True,True,True,7
52,Turbocharger Intercooler Hose,1,False,Volvo,Fuel,"Turbo, Parts & Controls",2020,5904,365,True,True,False,14
18,Suspension Control Arm,2,False,Volkswagen,Suspension,Control Arms,2020,4302,365,True,False,False,3
104,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2017,58581,365,True,True,True,10
136,Door Window Switch,2,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2019,41888,365,True,True,True,15
385,Engine Coolant Pipe,1,False,BMW,Cooling,Engine Mechanical,2019,70474,365,False,True,False,12
80,HVAC Heater Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2020,9014,365,True,True,False,17
8,Steering Knuckle,1,False,Audi,Steering,Steering,2016,140003,163,True,True,True,0
19,Engine Oil Pump Return Tube Seal,1,False,Porsche,Engine,Gaskets & Seals,2017,59991,365,True,True,False,4
755,Drive Belt Tensioner,1,False,Freightliner,Engine,Pulleys & Tensioners,2020,1159151,365,True,True,True,4
607,Suspension Ball Joint,2,False,Porsche,Suspension,Ball Joints,2020,45474,365,True,True,True,10
42,Headlight Assembly,1,False,Volvo,Electrical,Headlamps,2017,27070,365,True,True,False,8
20,Suspension Control Arm Bushing,2,False,Volvo,Suspension,Mountings & Bushings,2020,43646,365,False,True,True,21
59,Steering Tie Rod End,1,False,Volvo,Steering,Steering,2019,41859,365,False,True,False,11
20,Engine Mount,1,True,Volvo,Engine,Mountings & Bushings,2016,52689,107,False,True,False,0
708,Air Filter Housing Mount,3,False,Saab,Engine,Mountings & Bushings,2017,100453,365,True,False,True,1
107,Steering Tie Rod Lock Plate,2,True,BMW,Steering,Hardware,2018,136098,160,True,False,True,0
46,Steering Tie Rod End,1,False,Volvo,Steering,Steering,2018,38623,365,False,False,False,8
78,Engine Cooling Fan Clutch,1,False,Volvo,Cooling,Clutches,2016,71084,365,True,True,True,2
71,Headlight Bulb,2,False,BMW,Electrical,Headlamps,2018,7142799,26,True,True,False,0
348,Bumper Bellows,1,False,Porsche,Body,Bumpers & Moldings,2016,30851,365,True,True,True,4
161,Headlight Lens,1,True,BMW,Electrical,Headlamps,2018,149862,365,True,False,True,1
